sampleID	plotID	name	day	month	year	time	weather	air_temp_c	notes	plot_name	expt_code	site_type	rep	plant	treatment	time_zone	latitude	longitude	altitude	site_name	city	state	country	soil_name	number_cores	SPNL_date	pH	lime_index	P_ppm	K_ppm	Ca_ppm	Mg_ppm	organic_matter	NO3N_ppm	NH4_ppm	soil_moisture_percent	soil_temp_10cm	plant_name	LDMC_mg_per_g	nitrogen_percent	carbon_percent	carbon_per_nitrogen	height_mean_cm	mass_per_leaf_g	date_phenology_assessed	phenology_emergence	phenology_leaves_full_size	phenology_herbivore_damage	phenology_open_flowers	phenology_ripe_seeds	phenology_leaf_wilting	phenology_canopy_closed	phenology_senescence	phenology_full_leaf_loss	nucleic_acid_name	date_of_extraction	nucleic_acid_type	replicate_extraction	source	source_mass	extraction_method	elution_vol_ul	concentration_ng_per_ul	ratio_260_280	conc_ng_per_g_source	extracted_by	sequence_name	sequencing_date	conc_sent_ng_per_ul	sequencing_type	sequencing_facility	primers	submitted_for_sequencing	sequencing_successful	duplicate_submitted	dup_sequencing_name	exclude_from_analysis	sampling_date	time_numeric	date	precipitation	Air_temp_mean	air_temp_max	Air_Temp_Min	Air_Pressure	RH	AH	Wind_Speed_Mean	Wind_Direction_Mean	Solar_Radiation	PAR	soil_temp_5_cm_bare_avg	soil_temp_5_cm_sod_avg	Year
183	8	G5R3_NF_05JUN2017	5	6	2017	12:55	Sunny	20.7	NA	G5R3_NF	BCSE	Agricultural	3	switchgrass	nitrogen free	GMT - 5:00	42.39	-85.37	286	Kellogg Biological Station	Hickory Corners	Michigan	United States	G5R3_NF_05JUN2017	6	2017-12-07	6.3	72	18	108	903	124	2.4	0.6	12.2	10.32	19	G5R3_NF_05JUN2017	215	2.0058	46.0588	22.9628	74.93	0.545	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G5R3_NF_05JUN2017_SD1	8/20/17	DNA	1	soil	0.25	Mobio Powersoil	100	23.2		9280	Z Hansen	G5R3_NF_05JUN2017_SD1_iTag	28-Feb-18	1.2	Illumina ITS iTag	DOE Joint Genome Institute	ITS2	Y	Y	N	NA	N	2017-06-05	1496635200	05.06.17	0	17.4	22.6	12.2	976	77.35	1.48	2.9	25.7	207.34	282.28	22.5	17.3	2017
183	8	G5R3_NF_05JUN2017	5	6	2017	12:55	Sunny	20.7	NA	G5R3_NF	BCSE	Agricultural	3	switchgrass	nitrogen free	GMT - 5:00	42.39	-85.37	286	Kellogg Biological Station	Hickory Corners	Michigan	United States	G5R3_NF_05JUN2017	6	2017-12-07	6.3	72	18	108	903	124	2.4	0.6	12.2	10.32	19	G5R3_NF_05JUN2017	215	2.0058	46.0588	22.9628	74.93	0.545	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G5R3_NF_05JUN2017_LR1	11/6/17	RNA	1	phyllosphere	4.94	Benzyl Chloride	50	3.92	1.83	39.7	KL Grady	G5R3_NF_05JUN2017_LR1_MT		3.9	Metatranscriptome	DOE Joint Genome Institute	NA	Y	Y	N	NA	N	2017-06-05	1496635200	05.06.17	0	17.4	22.6	12.2	976	77.35	1.48	2.9	25.7	207.34	282.28	22.5	17.3	2017
184	9	G5R4_NF_05JUN2017	5	6	2017	13:17	 Cloudy	22.2	NA	G5R4_NF	BCSE	Agricultural	4	switchgrass	nitrogen free	GMT - 5:00	42.39	-85.37	286	Kellogg Biological Station	Hickory Corners	Michigan	United States	G5R4_NF_05JUN2017	6	2017-12-07	6.5	75	23	109	794	136	2.2	0.6	9.5	7.83	21.6	G5R4_NF_05JUN2017	218	2.3402	44.5572	19.0399	68.58	0.567	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G5R4_NF_05JUN2017_LD1	2/5/18	DNA	1	phyllosphere	2.83	Benzyl Chloride	190	18.6		657	KL Grady	G5R4_NF_05JUN2017_LD1_iTag	28-Feb-18	1.2	Illumina 16S iTag	DOE Joint Genome Institute	EMP V4	Y	Y	N	NA	N	2017-06-05	1496635200	05.06.17	0	17.4	22.6	12.2	976	77.35	1.48	2.9	25.7	207.34	282.28	22.5	17.3	2017
184	9	G5R4_NF_05JUN2017	5	6	2017	13:17	 Cloudy	22.2	NA	G5R4_NF	BCSE	Agricultural	4	switchgrass	nitrogen free	GMT - 5:00	42.39	-85.37	286	Kellogg Biological Station	Hickory Corners	Michigan	United States	G5R4_NF_05JUN2017	6	2017-12-07	6.5	75	23	109	794	136	2.2	0.6	9.5	7.83	21.6	G5R4_NF_05JUN2017	218	2.3402	44.5572	19.0399	68.58	0.567	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G5R4_NF_05JUN2017_LD1	2/5/18	DNA	1	phyllosphere	2.83	Benzyl Chloride	190	18.6		657	KL Grady	G5R4_NF_05JUN2017_LD1_MG		18.6	Illumina Hiseq Metagenome Sequencing	DOE Joint Genome Institute	NA	Y	Y	N	NA	N	2017-06-05	1496635200	05.06.17	0	17.4	22.6	12.2	976	77.35	1.48	2.9	25.7	207.34	282.28	22.5	17.3	2017
184	9	G5R4_NF_05JUN2017	5	6	2017	13:17	 Cloudy	22.2	NA	G5R4_NF	BCSE	Agricultural	4	switchgrass	nitrogen free	GMT - 5:00	42.39	-85.37	286	Kellogg Biological Station	Hickory Corners	Michigan	United States	G5R4_NF_05JUN2017	6	2017-12-07	6.5	75	23	109	794	136	2.2	0.6	9.5	7.83	21.6	G5R4_NF_05JUN2017	218	2.3402	44.5572	19.0399	68.58	0.567	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G5R4_NF_05JUN2017_LD1	2/5/18	DNA	1	phyllosphere	2.83	Benzyl Chloride	190	18.6		657	KL Grady	G5R4_NF_05JUN2017_LD1_iTag	28-Feb-18	1.2	Illumina ITS iTag	DOE Joint Genome Institute	ITS2	Y	Y	N	NA	N	2017-06-05	1496635200	05.06.17	0	17.4	22.6	12.2	976	77.35	1.48	2.9	25.7	207.34	282.28	22.5	17.3	2017
184	9	G5R4_NF_05JUN2017	5	6	2017	13:17	 Cloudy	22.2	NA	G5R4_NF	BCSE	Agricultural	4	switchgrass	nitrogen free	GMT - 5:00	42.39	-85.37	286	Kellogg Biological Station	Hickory Corners	Michigan	United States	G5R4_NF_05JUN2017	6	2017-12-07	6.5	75	23	109	794	136	2.2	0.6	9.5	7.83	21.6	G5R4_NF_05JUN2017	218	2.3402	44.5572	19.0399	68.58	0.567	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G5R4_NF_05JUN2017_SD1	8/20/17	DNA	1	soil	0.25	Mobio Powersoil	100	21.6		8640	Z Hansen	G5R4_NF_05JUN2017_SD1_iTag	28-Feb-18	1.2	Illumina 16S iTag	DOE Joint Genome Institute	EMP V4	Y	Y	N	NA	N	2017-06-05	1496635200	05.06.17	0	17.4	22.6	12.2	976	77.35	1.48	2.9	25.7	207.34	282.28	22.5	17.3	2017
184	9	G5R4_NF_05JUN2017	5	6	2017	13:17	 Cloudy	22.2	NA	G5R4_NF	BCSE	Agricultural	4	switchgrass	nitrogen free	GMT - 5:00	42.39	-85.37	286	Kellogg Biological Station	Hickory Corners	Michigan	United States	G5R4_NF_05JUN2017	6	2017-12-07	6.5	75	23	109	794	136	2.2	0.6	9.5	7.83	21.6	G5R4_NF_05JUN2017	218	2.3402	44.5572	19.0399	68.58	0.567	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G5R4_NF_05JUN2017_SD1	8/20/17	DNA	1	soil	0.25	Mobio Powersoil	100	21.6		8640	Z Hansen	G5R4_NF_05JUN2017_SD1_iTag	28-Feb-18	1.2	Illumina ITS iTag	DOE Joint Genome Institute	ITS2	Y	Y	N	NA	N	2017-06-05	1496635200	05.06.17	0	17.4	22.6	12.2	976	77.35	1.48	2.9	25.7	207.34	282.28	22.5	17.3	2017
184	9	G5R4_NF_05JUN2017	5	6	2017	13:17	 Cloudy	22.2	NA	G5R4_NF	BCSE	Agricultural	4	switchgrass	nitrogen free	GMT - 5:00	42.39	-85.37	286	Kellogg Biological Station	Hickory Corners	Michigan	United States	G5R4_NF_05JUN2017	6	2017-12-07	6.5	75	23	109	794	136	2.2	0.6	9.5	7.83	21.6	G5R4_NF_05JUN2017	218	2.3402	44.5572	19.0399	68.58	0.567	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G5R4_NF_05JUN2017_LR1	11/6/17	RNA	1	phyllosphere	4.98	Benzyl Chloride	50	2.25	1.44	22.6	KL Grady	G5R4_NF_05JUN2017_LR1_MT		2.3	Metatranscriptome	DOE Joint Genome Institute	NA	Y	Y	N	NA	N	2017-06-05	1496635200	05.06.17	0	17.4	22.6	12.2	976	77.35	1.48	2.9	25.7	207.34	282.28	22.5	17.3	2017
185	1	G5R1_MAIN_26JUN2017	26	6	2017	11:20	Partly cloudy	18.5	NA	G5R1_MAIN	BCSE	Agricultural	1	switchgrass	standard fertilization	GMT - 5:00	42.39	-85.37	286	Kellogg Biological Station	Hickory Corners	Michigan	United States	G5R1_MAIN_26JUN2017	6	2017-12-07	6.4	72	109	124	837	123	2.5	2	9.5	8.17	19	G5R1_MAIN_26JUN2017	281	2.001	45.0126	22.4951	119.38	0.875	6/22/17	t	f	f	NA	f	f	f	f	f	G5R1_MAIN_26JUN2017_LD1	2/21/18	DNA	1	phyllosphere	4.39	Benzyl Chloride	190	8.13		370	KL Grady	G5R1_MAIN_26JUN2017_LD1_iTag	28-Feb-18	1.2	Illumina 16S iTag	DOE Joint Genome Institute	EMP V4	Y	Y	N	NA	N	2017-06-26	1498449600	26.06.17	0	15.6	20.1	11.4	984	68.05	1.16	3.71	268.9	262.06	363.28	21.3	20.1	2017
185	1	G5R1_MAIN_26JUN2017	26	6	2017	11:20	Partly cloudy	18.5	NA	G5R1_MAIN	BCSE	Agricultural	1	switchgrass	standard fertilization	GMT - 5:00	42.39	-85.37	286	Kellogg Biological Station	Hickory Corners	Michigan	United States	G5R1_MAIN_26JUN2017	6	2017-12-07	6.4	72	109	124	837	123	2.5	2	9.5	8.17	19	G5R1_MAIN_26JUN2017	281	2.001	45.0126	22.4951	119.38	0.875	6/22/17	t	f	f	NA	f	f	f	f	f	G5R1_MAIN_26JUN2017_LD1	2/21/18	DNA	1	phyllosphere	4.39	Benzyl Chloride	190	8.13		370	KL Grady	G5R1_MAIN_26JUN2017_LD1_MG		8.1	Illumina Hiseq Metagenome Sequencing	DOE Joint Genome Institute	NA	Y	Y	N	NA	N	2017-06-26	1498449600	26.06.17	0	15.6	20.1	11.4	984	68.05	1.16	3.71	268.9	262.06	363.28	21.3	20.1	2017
185	1	G5R1_MAIN_26JUN2017	26	6	2017	11:20	Partly cloudy	18.5	NA	G5R1_MAIN	BCSE	Agricultural	1	switchgrass	standard fertilization	GMT - 5:00	42.39	-85.37	286	Kellogg Biological Station	Hickory Corners	Michigan	United States	G5R1_MAIN_26JUN2017	6	2017-12-07	6.4	72	109	124	837	123	2.5	2	9.5	8.17	19	G5R1_MAIN_26JUN2017	281	2.001	45.0126	22.4951	119.38	0.875	6/22/17	t	f	f	NA	f	f	f	f	f	G5R1_MAIN_26JUN2017_LD1	2/21/18	DNA	1	phyllosphere	4.39	Benzyl Chloride	190	8.13		370	KL Grady	G5R1_MAIN_26JUN2017_LD1_iTag	28-Feb-18	1.2	Illumina ITS iTag	DOE Joint Genome Institute	ITS2	Y	Y	N	NA	N	2017-06-26	1498449600	26.06.17	0	15.6	20.1	11.4	984	68.05	1.16	3.71	268.9	262.06	363.28	21.3	20.1	2017
185	1	G5R1_MAIN_26JUN2017	26	6	2017	11:20	Partly cloudy	18.5	NA	G5R1_MAIN	BCSE	Agricultural	1	switchgrass	standard fertilization	GMT - 5:00	42.39	-85.37	286	Kellogg Biological Station	Hickory Corners	Michigan	United States	G5R1_MAIN_26JUN2017	6	2017-12-07	6.4	72	109	124	837	123	2.5	2	9.5	8.17	19	G5R1_MAIN_26JUN2017	281	2.001	45.0126	22.4951	119.38	0.875	6/22/17	t	f	f	NA	f	f	f	f	f	G5R1_MAIN_26JUN2017_SD1	8/20/17	DNA	1	soil	0.25	Mobio Powersoil	100	16.5		6600	Z Hansen	G5R1_MAIN_26JUN2017_SD1_iTag	28-Feb-18	1.2	Illumina 16S iTag	DOE Joint Genome Institute	EMP V4	Y	Y	N	NA	N	2017-06-26	1498449600	26.06.17	0	15.6	20.1	11.4	984	68.05	1.16	3.71	268.9	262.06	363.28	21.3	20.1	2017
185	1	G5R1_MAIN_26JUN2017	26	6	2017	11:20	Partly cloudy	18.5	NA	G5R1_MAIN	BCSE	Agricultural	1	switchgrass	standard fertilization	GMT - 5:00	42.39	-85.37	286	Kellogg Biological Station	Hickory Corners	Michigan	United States	G5R1_MAIN_26JUN2017	6	2017-12-07	6.4	72	109	124	837	123	2.5	2	9.5	8.17	19	G5R1_MAIN_26JUN2017	281	2.001	45.0126	22.4951	119.38	0.875	6/22/17	t	f	f	NA	f	f	f	f	f	G5R1_MAIN_26JUN2017_SD1	8/20/17	DNA	1	soil	0.25	Mobio Powersoil	100	16.5		6600	Z Hansen	G5R1_MAIN_26JUN2017_SD1_iTag	28-Feb-18	1.2	Illumina ITS iTag	DOE Joint Genome Institute	ITS2	Y	Y	N	NA	N	2017-06-26	1498449600	26.06.17	0	15.6	20.1	11.4	984	68.05	1.16	3.71	268.9	262.06	363.28	21.3	20.1	2017
185	1	G5R1_MAIN_26JUN2017	26	6	2017	11:20	Partly cloudy	18.5	NA	G5R1_MAIN	BCSE	Agricultural	1	switchgrass	standard fertilization	GMT - 5:00	42.39	-85.37	286	Kellogg Biological Station	Hickory Corners	Michigan	United States	G5R1_MAIN_26JUN2017	6	2017-12-07	6.4	72	109	124	837	123	2.5	2	9.5	8.17	19	G5R1_MAIN_26JUN2017	281	2.001	45.0126	22.4951	119.38	0.875	6/22/17	t	f	f	NA	f	f	f	f	f	G5R1_MAIN_26JUN2017_LR1	11/13/17	RNA	1	phyllosphere	5.36	Benzyl Chloride	50	5.79	1.64	54	KL Grady	G5R1_MAIN_26JUN2017_LR1_MT		5.8	Metatranscriptome	DOE Joint Genome Institute	NA	Y	Y	N	NA	N	2017-06-26	1498449600	26.06.17	0	15.6	20.1	11.4	984	68.05	1.16	3.71	268.9	262.06	363.28	21.3	20.1	2017
186	2	G5R2_MAIN_26JUN2017	26	6	2017	12:30	Partly cloudy	16.4	NA	G5R2_MAIN	BCSE	Agricultural	2	switchgrass	standard fertilization	GMT - 5:00	42.39	-85.37	286	Kellogg Biological Station	Hickory Corners	Michigan	United States	G5R2_MAIN_26JUN2017	6	2017-12-07	6.2	74	21	97	765	123	2.2	0.6	8.8	6.63	19.7	G5R2_MAIN_26JUN2017	259	1.8459	44.8059	24.2732	116.84	0.62	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G5R2_MAIN_26JUN2017_LD1	2/21/18	DNA	1	phyllosphere	3.03	Benzyl Chloride	190	7.2		475	KL Grady	G5R2_MAIN_26JUN2017_LD1_iTag	28-Feb-18	1.2	Illumina 16S iTag	DOE Joint Genome Institute	EMP V4	Y	Y	N	NA	N	2017-06-26	1498449600	26.06.17	0	15.6	20.1	11.4	984	68.05	1.16	3.71	268.9	262.06	363.28	21.3	20.1	2017
186	2	G5R2_MAIN_26JUN2017	26	6	2017	12:30	Partly cloudy	16.4	NA	G5R2_MAIN	BCSE	Agricultural	2	switchgrass	standard fertilization	GMT - 5:00	42.39	-85.37	286	Kellogg Biological Station	Hickory Corners	Michigan	United States	G5R2_MAIN_26JUN2017	6	2017-12-07	6.2	74	21	97	765	123	2.2	0.6	8.8	6.63	19.7	G5R2_MAIN_26JUN2017	259	1.8459	44.8059	24.2732	116.84	0.62	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G5R2_MAIN_26JUN2017_LD1	2/21/18	DNA	1	phyllosphere	3.03	Benzyl Chloride	190	7.2		475	KL Grady	G5R2_MAIN_26JUN2017_LD1_MG		7.2	Illumina Hiseq Metagenome Sequencing	DOE Joint Genome Institute	NA	Y	Y	N	NA	N	2017-06-26	1498449600	26.06.17	0	15.6	20.1	11.4	984	68.05	1.16	3.71	268.9	262.06	363.28	21.3	20.1	2017
186	2	G5R2_MAIN_26JUN2017	26	6	2017	12:30	Partly cloudy	16.4	NA	G5R2_MAIN	BCSE	Agricultural	2	switchgrass	standard fertilization	GMT - 5:00	42.39	-85.37	286	Kellogg Biological Station	Hickory Corners	Michigan	United States	G5R2_MAIN_26JUN2017	6	2017-12-07	6.2	74	21	97	765	123	2.2	0.6	8.8	6.63	19.7	G5R2_MAIN_26JUN2017	259	1.8459	44.8059	24.2732	116.84	0.62	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G5R2_MAIN_26JUN2017_LD1	2/21/18	DNA	1	phyllosphere	3.03	Benzyl Chloride	190	7.2		475	KL Grady	G5R2_MAIN_26JUN2017_LD1_iTag	28-Feb-18	1.2	Illumina ITS iTag	DOE Joint Genome Institute	ITS2	Y	Y	N	NA	N	2017-06-26	1498449600	26.06.17	0	15.6	20.1	11.4	984	68.05	1.16	3.71	268.9	262.06	363.28	21.3	20.1	2017
186	2	G5R2_MAIN_26JUN2017	26	6	2017	12:30	Partly cloudy	16.4	NA	G5R2_MAIN	BCSE	Agricultural	2	switchgrass	standard fertilization	GMT - 5:00	42.39	-85.37	286	Kellogg Biological Station	Hickory Corners	Michigan	United States	G5R2_MAIN_26JUN2017	6	2017-12-07	6.2	74	21	97	765	123	2.2	0.6	8.8	6.63	19.7	G5R2_MAIN_26JUN2017	259	1.8459	44.8059	24.2732	116.84	0.62	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G5R2_MAIN_26JUN2017_SD1	8/20/17	DNA	1	soil	0.25	Mobio Powersoil	100	21.6		8640	Z Hansen	G5R2_MAIN_26JUN2017_SD1_iTag	28-Feb-18	1.2	Illumina 16S iTag	DOE Joint Genome Institute	EMP V4	Y	Y	N	NA	N	2017-06-26	1498449600	26.06.17	0	15.6	20.1	11.4	984	68.05	1.16	3.71	268.9	262.06	363.28	21.3	20.1	2017
186	2	G5R2_MAIN_26JUN2017	26	6	2017	12:30	Partly cloudy	16.4	NA	G5R2_MAIN	BCSE	Agricultural	2	switchgrass	standard fertilization	GMT - 5:00	42.39	-85.37	286	Kellogg Biological Station	Hickory Corners	Michigan	United States	G5R2_MAIN_26JUN2017	6	2017-12-07	6.2	74	21	97	765	123	2.2	0.6	8.8	6.63	19.7	G5R2_MAIN_26JUN2017	259	1.8459	44.8059	24.2732	116.84	0.62	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G5R2_MAIN_26JUN2017_SD1	8/20/17	DNA	1	soil	0.25	Mobio Powersoil	100	21.6		8640	Z Hansen	G5R2_MAIN_26JUN2017_SD1_iTag	28-Feb-18	1.2	Illumina ITS iTag	DOE Joint Genome Institute	ITS2	Y	Y	N	NA	N	2017-06-26	1498449600	26.06.17	0	15.6	20.1	11.4	984	68.05	1.16	3.71	268.9	262.06	363.28	21.3	20.1	2017
186	2	G5R2_MAIN_26JUN2017	26	6	2017	12:30	Partly cloudy	16.4	NA	G5R2_MAIN	BCSE	Agricultural	2	switchgrass	standard fertilization	GMT - 5:00	42.39	-85.37	286	Kellogg Biological Station	Hickory Corners	Michigan	United States	G5R2_MAIN_26JUN2017	6	2017-12-07	6.2	74	21	97	765	123	2.2	0.6	8.8	6.63	19.7	G5R2_MAIN_26JUN2017	259	1.8459	44.8059	24.2732	116.84	0.62	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G5R2_MAIN_26JUN2017_LR1	11/22/17	RNA	1	phyllosphere	5	Benzyl Chloride	50	72.85	2.1	728.5	KL Grady	G5R2_MAIN_26JUN2017_LR1_MT		17.5	Metatranscriptome	DOE Joint Genome Institute	NA	Y	Y	N	NA	N	2017-06-26	1498449600	26.06.17	0	15.6	20.1	11.4	984	68.05	1.16	3.71	268.9	262.06	363.28	21.3	20.1	2017
187	3	G5R3_MAIN_26JUN2017	26	6	2017	13:11	Partly cloudy	16.5	NA	G5R3_MAIN	BCSE	Agricultural	3	switchgrass	standard fertilization	GMT - 5:00	42.39	-85.37	286	Kellogg Biological Station	Hickory Corners	Michigan	United States	G5R3_MAIN_26JUN2017	6	2017-12-07	6.4	72	14	97	976	133	2.4	0.5	8.3	7.98	18.9	G5R3_MAIN_26JUN2017	285	2.029	45.3476	22.3497	120.65	0.87	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G5R3_MAIN_26JUN2017_LD1	2/21/18	DNA	1	phyllosphere	2.7	Benzyl Chloride	190	2.37		176	KL Grady	G5R3_MAIN_26JUN2017_LD1_iTag	28-Feb-18	1.2	Illumina 16S iTag	DOE Joint Genome Institute	EMP V4	Y	Y	N	NA	N	2017-06-26	1498449600	26.06.17	0	15.6	20.1	11.4	984	68.05	1.16	3.71	268.9	262.06	363.28	21.3	20.1	2017
187	3	G5R3_MAIN_26JUN2017	26	6	2017	13:11	Partly cloudy	16.5	NA	G5R3_MAIN	BCSE	Agricultural	3	switchgrass	standard fertilization	GMT - 5:00	42.39	-85.37	286	Kellogg Biological Station	Hickory Corners	Michigan	United States	G5R3_MAIN_26JUN2017	6	2017-12-07	6.4	72	14	97	976	133	2.4	0.5	8.3	7.98	18.9	G5R3_MAIN_26JUN2017	285	2.029	45.3476	22.3497	120.65	0.87	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G5R3_MAIN_26JUN2017_LD1	2/21/18	DNA	1	phyllosphere	2.7	Benzyl Chloride	190	2.37		176	KL Grady	G5R3_MAIN_26JUN2017_LD1_MG		2.4	Illumina Hiseq Metagenome Sequencing	DOE Joint Genome Institute	NA	Y	Y	N	NA	N	2017-06-26	1498449600	26.06.17	0	15.6	20.1	11.4	984	68.05	1.16	3.71	268.9	262.06	363.28	21.3	20.1	2017
187	3	G5R3_MAIN_26JUN2017	26	6	2017	13:11	Partly cloudy	16.5	NA	G5R3_MAIN	BCSE	Agricultural	3	switchgrass	standard fertilization	GMT - 5:00	42.39	-85.37	286	Kellogg Biological Station	Hickory Corners	Michigan	United States	G5R3_MAIN_26JUN2017	6	2017-12-07	6.4	72	14	97	976	133	2.4	0.5	8.3	7.98	18.9	G5R3_MAIN_26JUN2017	285	2.029	45.3476	22.3497	120.65	0.87	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G5R3_MAIN_26JUN2017_LD1	2/21/18	DNA	1	phyllosphere	2.7	Benzyl Chloride	190	2.37		176	KL Grady	G5R3_MAIN_26JUN2017_LD1_iTag	28-Feb-18	1.2	Illumina ITS iTag	DOE Joint Genome Institute	ITS2	Y	Y	N	NA	N	2017-06-26	1498449600	26.06.17	0	15.6	20.1	11.4	984	68.05	1.16	3.71	268.9	262.06	363.28	21.3	20.1	2017
187	3	G5R3_MAIN_26JUN2017	26	6	2017	13:11	Partly cloudy	16.5	NA	G5R3_MAIN	BCSE	Agricultural	3	switchgrass	standard fertilization	GMT - 5:00	42.39	-85.37	286	Kellogg Biological Station	Hickory Corners	Michigan	United States	G5R3_MAIN_26JUN2017	6	2017-12-07	6.4	72	14	97	976	133	2.4	0.5	8.3	7.98	18.9	G5R3_MAIN_26JUN2017	285	2.029	45.3476	22.3497	120.65	0.87	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G5R3_MAIN_26JUN2017_SD1	8/20/17	DNA	1	soil	0.25	Mobio Powersoil	100	23.2		9280	Z Hansen	G5R3_MAIN_26JUN2017_SD1_iTag	28-Feb-18	1.2	Illumina 16S iTag	DOE Joint Genome Institute	EMP V4	Y	Y	N	NA	N	2017-06-26	1498449600	26.06.17	0	15.6	20.1	11.4	984	68.05	1.16	3.71	268.9	262.06	363.28	21.3	20.1	2017
187	3	G5R3_MAIN_26JUN2017	26	6	2017	13:11	Partly cloudy	16.5	NA	G5R3_MAIN	BCSE	Agricultural	3	switchgrass	standard fertilization	GMT - 5:00	42.39	-85.37	286	Kellogg Biological Station	Hickory Corners	Michigan	United States	G5R3_MAIN_26JUN2017	6	2017-12-07	6.4	72	14	97	976	133	2.4	0.5	8.3	7.98	18.9	G5R3_MAIN_26JUN2017	285	2.029	45.3476	22.3497	120.65	0.87	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G5R3_MAIN_26JUN2017_SD1	8/20/17	DNA	1	soil	0.25	Mobio Powersoil	100	23.2		9280	Z Hansen	G5R3_MAIN_26JUN2017_SD1_iTag	28-Feb-18	1.2	Illumina ITS iTag	DOE Joint Genome Institute	ITS2	Y	Y	N	NA	N	2017-06-26	1498449600	26.06.17	0	15.6	20.1	11.4	984	68.05	1.16	3.71	268.9	262.06	363.28	21.3	20.1	2017
187	3	G5R3_MAIN_26JUN2017	26	6	2017	13:11	Partly cloudy	16.5	NA	G5R3_MAIN	BCSE	Agricultural	3	switchgrass	standard fertilization	GMT - 5:00	42.39	-85.37	286	Kellogg Biological Station	Hickory Corners	Michigan	United States	G5R3_MAIN_26JUN2017	6	2017-12-07	6.4	72	14	97	976	133	2.4	0.5	8.3	7.98	18.9	G5R3_MAIN_26JUN2017	285	2.029	45.3476	22.3497	120.65	0.87	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G5R3_MAIN_26JUN2017_LR1	11/22/17	RNA	1	phyllosphere	5	Benzyl Chloride	50	22.18	2.14	221.8	KL Grady	G5R3_MAIN_26JUN2017_LR1_MT		16	Metatranscriptome	DOE Joint Genome Institute	NA	Y	Y	N	NA	N	2017-06-26	1498449600	26.06.17	0	15.6	20.1	11.4	984	68.05	1.16	3.71	268.9	262.06	363.28	21.3	20.1	2017
188	4	G5R4_MAIN_26JUN2017	26	6	2017	13:45	Partly cloudy	23.5	NA	G5R4_MAIN	BCSE	Agricultural	4	switchgrass	standard fertilization	GMT - 5:00	42.39	-85.37	286	Kellogg Biological Station	Hickory Corners	Michigan	United States	G5R4_MAIN_26JUN2017	6	2017-12-07	6.4	74	31	157	816	157	2.2	8.8	9.5	6.44	20.6	G5R4_MAIN_26JUN2017	282	2.0039	44.684	22.2985	105.41	0.872	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G5R4_MAIN_26JUN2017_LD1	2/21/18	DNA	1	phyllosphere	3.18	Benzyl Chloride	190	10.9		686	KL Grady	G5R4_MAIN_26JUN2017_LD1_iTag	28-Feb-18	1.2	Illumina 16S iTag	DOE Joint Genome Institute	EMP V4	Y	Y	N	NA	N	2017-06-26	1498449600	26.06.17	0	15.6	20.1	11.4	984	68.05	1.16	3.71	268.9	262.06	363.28	21.3	20.1	2017
188	4	G5R4_MAIN_26JUN2017	26	6	2017	13:45	Partly cloudy	23.5	NA	G5R4_MAIN	BCSE	Agricultural	4	switchgrass	standard fertilization	GMT - 5:00	42.39	-85.37	286	Kellogg Biological Station	Hickory Corners	Michigan	United States	G5R4_MAIN_26JUN2017	6	2017-12-07	6.4	74	31	157	816	157	2.2	8.8	9.5	6.44	20.6	G5R4_MAIN_26JUN2017	282	2.0039	44.684	22.2985	105.41	0.872	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G5R4_MAIN_26JUN2017_LD1	2/21/18	DNA	1	phyllosphere	3.18	Benzyl Chloride	190	10.9		686	KL Grady	G5R4_MAIN_26JUN2017_LD1_MG		10.9	Illumina Hiseq Metagenome Sequencing	DOE Joint Genome Institute	NA	Y	Y	N	NA	N	2017-06-26	1498449600	26.06.17	0	15.6	20.1	11.4	984	68.05	1.16	3.71	268.9	262.06	363.28	21.3	20.1	2017
